img_path,gt_label,pred_label_base,raw_output_head
/home/betty/datasets/locount_class_samples/locount_class_samples/Mouth wash/002978_Mouth wash_count_2.jpg,Mouth wash,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Mouth wash/002978_Mouth wash_count_3.jpg,Mouth wash,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Mouth wash/002978_Mouth wash_count_4.jpg,Mouth wash,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Mouth wash/002978_Mouth wash_count_5.jpg,Mouth wash,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Mouth wash/002978_Mouth wash_count_6.jpg,Mouth wash,Baby diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Mouth wash/002978_Mouth wash_count_7.jpg,Mouth wash,Adult shoes,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Mouth wash/002978_Mouth wash_count_8.jpg,Mouth wash,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Mouth wash/002978_Mouth wash_count_9.jpg,Mouth wash,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Mug/000085_Mug_count_10.jpg,Mug,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Mug/000085_Mug_count_2.jpg,Mug,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Mug/000085_Mug_count_9.jpg,Mug,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Noodle/000095_Noodle_count_1.jpg,Noodle,Baby milk powder,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Noodle/000095_Noodle_count_2.jpg,Noodle,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Noodle/000095_Noodle_count_3.jpg,Noodle,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Noodle/000095_Noodle_count_4.jpg,Noodle,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Noodle/000095_Noodle_count_5.jpg,Noodle,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Noodle/000095_Noodle_count_6.jpg,Noodle,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Noodle/000095_Noodle_count_7.jpg,Noodle,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Noodle/000095_Noodle_count_8.jpg,Noodle,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Noodle/000095_Noodle_count_9.jpg,Noodle,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Notebook/000097_Notebook_count_1.jpg,Notebook,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Notebook/000097_Notebook_count_10.jpg,Notebook,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Notebook/000097_Notebook_count_2.jpg,Notebook,Baby Toys,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Notebook/000097_Notebook_count_3.jpg,Notebook,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Notebook/000097_Notebook_count_4.jpg,Notebook,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Notebook/000097_Notebook_count_5.jpg,Notebook,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Notebook/000097_Notebook_count_6.jpg,Notebook,Baby milk powder,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Notebook/000097_Notebook_count_7.jpg,Notebook,Baby Toys,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Notebook/000097_Notebook_count_8.jpg,Notebook,Baby Toys,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Oats/000163_Oats_count_1.jpg,Oats,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Oats/000163_Oats_count_10.jpg,Oats,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Oats/000163_Oats_count_2.jpg,Oats,Baby milk powder,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Oats/000163_Oats_count_3.jpg,Oats,Baby milk powder,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Oats/000163_Oats_count_4.jpg,Oats,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Oats/000163_Oats_count_5.jpg,Oats,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Oats/000163_Oats_count_6.jpg,Oats,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Oats/000163_Oats_count_7.jpg,Oats,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Oats/000163_Oats_count_8.jpg,Oats,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Oats/000163_Oats_count_9.jpg,Oats,Baby milk powder,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pasta/000005_Pasta_count_10.jpg,Pasta,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pasta/000005_Pasta_count_3.jpg,Pasta,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pasta/000005_Pasta_count_4.jpg,Pasta,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pasta/000005_Pasta_count_5.jpg,Pasta,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pasta/000005_Pasta_count_6.jpg,Pasta,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pasta/000005_Pasta_count_7.jpg,Pasta,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pasta/000005_Pasta_count_8.jpg,Pasta,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
